790047353, 20.0
787116954, 38.0
325377558, 25.0
475717929, 17.0
272995635, 16.0
315760554, 20.0
801028806, 14.0
506153809, 24.0
207882527, 40.0
783066064, 28.0
1666459, 34.0
402477694, 22.0
842119092, 17.0
105759681, 44.0
295513107, 44.0
234090594, 20.0
634030169, 31.0
312313608, 35.0
475912650, 41.0
220838065, 20.0
783424299, 73.0
144379136, 26.0
469108318, 8.0
58666707, 38.0
191174344, 19.0
808310147, 26.0
174682072, 26.0
433357927, 36.0
786099049, 43.0
265849454, 19.0
684678521, 38.0
244745006, 12.0
216109406, 20.0
373681146, 20.0
158121132, 35.0
156441746, 26.0
186222301, 16.0
185499339, 20.0
784509700, 42.0
553979085, 120.0
243854146, 20.0
558617729, 16.0
137141734, 20.0
343593398, 57.0
157838523, 28.0
216318256, 51.0
780548947, 38.0
345715020, 22.0
594216636, 27.0
118246102, 104.0
338440689, 52.0
633952279, 22.0
372909028, 20.0
465307230, 14.0
703325199, 19.0
414309721, 18.0
789310178, 23.0
368766998, 34.0
535630336, 17.0
186805967, 8.0
194780785, 16.0
226406547, 24.0
781579128, 15.0
206907835, 16.0
605114879, 22.0
781988723, 133.0
241169327, 19.0
174808986, 26.0
541640121, 17.0
212951363, 22.0
276682126, 64.0
781638498, 17.0
394957436, 20.0
112079705, 21.0
697242744, 20.0
798337645, 27.0
234430465, 21.0
470202874, 22.0
782119779, 32.0
738123267, 19.0
59485578, 16.0
510283887, 69.0
784324792, 36.0
269676053, 77.0
307971155, 112.0
269106688, 16.0
628566905, 22.0
204333629, 20.0
479349376, 20.0
470712858, 16.0
799707582, 73.0
787118335, 87.0
12635861, 21.0
781680769, 22.0
503873552, 21.0
787433718, 21.0
505167878, 16.0
298336212, 16.0
446395527, 22.0
771167209, 23.0
246579373, 23.0
6960757, 30.0
83964709, 12.0
347335319, 12.0
325793102, 20.0
131242487, 50.0
38081652, 22.0
403641918, 16.0
195851678, 55.0
786313450, 20.0
265689568, 19.0
136203814, 24.0
466898413, 20.0
226190144, 24.0
347173517, 42.0
272864893, 19.0
245682405, 11.0
373071992, 22.0
712205367, 95.0
641292414, 27.0
782020817, 46.0
154058592, 14.0
292087609, 34.0
155512599, 36.0
648108281, 41.0
798872004, 20.0
793757974, 24.0
7941657, 71.0
818822829, 16.0
586130571, 17.0
173823032, 20.0
781779196, 63.0
241107002, 26.0
468882837, 20.0
462087650, 18.0
785778876, 41.0
617749182, 16.0
270706254, 23.0
130974138, 20.0
786483349, 18.0
73007655, 24.0
8302080, 70.0
819553883, 22.0
785545296, 17.0
450819165, 18.0
8816133, 41.0
120435113, 20.0
493233122, 45.0
161115935, 19.0
781934621, 20.0
228332304, 30.0
786032724, 20.0
784191536, 26.0
188964300, 24.0
8496657, 30.0
788308077, 30.0
499184466, 13.0
545492502, 29.0
787621988, 19.0
600804694, 24.0
627864566, 16.0
536543590, 25.0
416253522, 15.0
833236789, 54.0
400869710, 25.0
169084095, 17.0
349825652, 46.0
89871349, 28.0
385767504, 6.0
661520860, 17.0
450735214, 30.0
357630950, 20.0
321498512, 16.0
75016898, 75.0
144756254, 15.0
690835439, 15.0
785811477, 52.0
833599339, 25.0
550098446, 48.0
793887126, 19.0
684906010, 30.0
638269632, 27.0
155631498, 17.0
14118426, 16.0
548390523, 76.0
570969308, 20.0
759597979, 20.0
610022019, 17.0
740833992, 37.0
401889555, 19.0
831678331, 21.0
781406330, 24.0
229407558, 31.0
751641127, 37.0
216594947, 16.0
121364951, 20.0
512149610, 24.0
293840749, 27.0
780748923, 28.0
426618778, 27.0
160907117, 26.0
213183050, 25.0
771226377, 18.0
785621036, 88.0
401094888, 31.0
793845842, 37.0
204837686, 90.0
167247602, 36.0
179832255, 74.0
336634649, 21.0
828098135, 100.0
16924173, 33.0
781588889, 16.0
136533804, 52.0
153556535, 32.0
23285361, 56.0
116666855, 125.0
445425049, 20.0
227152541, 10.0
720827873, 41.0
802021589, 20.0
790739000, 29.0
290895434, 107.0
795924591, 17.0
232063733, 17.0
438594816, 22.0
785504756, 24.0
172135780, 19.0
781040037, 25.0
725363733, 16.0
784441832, 48.0
720831943, 23.0
294977189, 93.0
650379765, 24.0
786639313, 65.0
849046953, 32.0
447946112, 16.0
821243840, 16.0
233855684, 20.0
721761341, 26.0
782207397, 13.0
239475069, 20.0
792969343, 20.0
784843257, 37.0
229634704, 34.0
363661970, 24.0
413149154, 41.0
594373673, 20.0
627323424, 15.0
258125861, 17.0
820180906, 16.0
792008828, 17.0
683712397, 20.0
781552091, 19.0
121860114, 24.0
784132591, 30.0
814008273, 33.0
285398618, 20.0
256976907, 20.0
780476894, 27.0
291139073, 34.0
347034612, 44.0
223977989, 16.0
343147305, 22.0
232983170, 24.0
383897988, 20.0
341635892, 24.0
137686878, 34.0
325579788, 32.0
713692641, 22.0
836632241, 16.0
790292585, 28.0
789442686, 24.0
209593098, 68.0
668934313, 32.0
617302973, 22.0
83958394, 20.0
378036488, 47.0
291935972, 85.0
592506067, 16.0
474911690, 30.0
192267519, 16.0
818818882, 76.0
633537101, 14.0
787671399, 21.0
176246039, 52.0
795867383, 87.0
136173447, 24.0
262486079, 19.0
219560589, 21.0
462842890, 84.0
106623431, 22.0
368575064, 48.0
151400099, 17.0
